,#id,lon,lat,name,elevation,usaf-id,wban-id
867,4017,1.65,57.283,MARNOCK OIL PLATFORM,470.0,31407,99999
868,4031,54.35,60.283,GAJNY,198.0,239090,99999
869,4037,22.95,59.766999999999996,HANKO RUSSARO,6.5,29820,99999
870,4042,23.967,66.767,PELLO CENTRE,85.9,28440,99999
871,4043,15.583,56.15,KARLSKRONA-SODERSTJERNA,8.0,26670,99999
872,4044,19.833,68.067,RENSJON,493.0,20310,99999
873,4046,29.239,65.988,KUUSAMO,264.0,28690,99999
874,4047,10.683,60.05,BJORNHOLT,360.0,14890,99999
875,4049,8.517000000000001,58.333,LANDVIK,6.0,14640,99999
876,4051,11.817,62.683,SOLENDET,747.0,12870,99999
877,4053,-89.806,45.468999999999994,TOMAHAWK REGIONAL AIRPORT,452.9,722332,54953
878,4060,13.617,68.15,LEKNES,26.0,11410,99999
879,4063,26.0,53.117,BARANOVICHI,193.0,269410,99999
880,4070,20.651999999999997,52.451,MODLIN,103.9,121056,99999
881,4075,1.6269999999999998,50.515,LE TOUQUET PARIS PLAGE,11.0,70030,99999
882,4077,25.083000000000002,64.683,SIIKAJOKI REVONLAHTI,49.5,28030,99999
883,4089,115.167,52.65,USUGLI,646.0,307640,99999
884,4094,24.217,68.0,KITTILA LOMPOLONVUOMA,270.0,27640,99999
885,4099,33.1,69.733,TSYP-NAVOLOK,11.0,220120,99999
886,4100,27.416999999999998,45.85,TECUCI,61.0,152650,99999
887,4101,25.517,46.7,JOSENI,751.0,151270,99999
888,4104,33.766999999999996,52.583,TRUBCHEVSK,178.0,269970,99999
889,4111,27.383000000000003,59.333,JOHVI,75.0,260460,99999
890,4120,7.983,47.367,GOESGEN,380.0,66260,99999
891,4129,26.65,47.733000000000004,BOTOSANI,163.0,150200,99999
892,4131,-93.35,53.067,SANDY LAKE A,289.9,715870,99999
893,4132,128.65,49.617,POJARKOVO,115.0,315870,99999
894,4133,95.46700000000001,55.633,IRBEJSKOE,252.0,295870,99999
895,4136,30.233,48.766999999999996,UMAN',216.0,335870,99999
896,4147,-1.004,53.475,DONCASTER SHEFFIELD,16.8,34054,99999
897,4148,57.983000000000004,68.8,VARANDEY,6.6,231120,99999
898,4155,-51.75,64.167,NUUK (GODTHAAB),84.0,42500,99999
899,4156,18.583,53.05,TORUN,72.0,122500,99999
900,4158,8.183,59.833,MOSSTRAND II,977.0,14500,99999
901,4163,4.454,50.458999999999996,BRUSSELS SOUTH,187.1,64490,99999
902,4168,16.45,59.383,ESKILSTUNA A,15.0,24490,99999
903,4169,127.117,65.3,BESTYAHSKAYA ZVEROFERMA,73.3,244490,99999
904,4170,9.033,58.867,GJERSTAD,32.0,14490,99999
905,4171,170.933,70.083,VAL' KARKAY,5.8,219780,99999
906,4173,18.9,69.65,TROMSO-HOLT,20.0,10270,99999
907,4174,16.2,48.4,STOCKERAU,205.1,110270,99999
908,4175,-60.4,46.667,INGONISH BEACH CS,8.0,710270,99999
909,4177,-126.75,65.28,NORMAN WELLS CLIMATE,94.0,714800,99999
910,4178,10.133,59.75,DRAMMEN BERSKOG,8.0,14800,99999
911,4179,-107.01700000000001,49.1,MANKOTA,830.0,712040,99999
912,4189,14.4,62.05,SVEG A,362.0,23270,99999
913,4207,-69.95,58.667,TASIUJAQ A,31.0,719064,99999
914,4216,61.3,55.15,CHELYABINSK-GOROD,237.0,286450,99999
915,4219,8.517000000000001,46.45,ROBIEI,1891.0,67510,99999
916,4220,21.383000000000003,61.633,PORI TAHKOLUOTO HARBOUR,4.6,27510,99999
917,4222,-89.117,48.367,WELCOME ISLAND (AUT),211.0,717510,99999
918,4230,-133.376,62.208,FARO,716.6,719493,99999
919,4255,7.063,50.174,BUCHEL,477.9,106130,99999
920,4261,130.0,60.467,TEGYULTYA,171.0,249670,99999
921,4264,16.15,58.583,NORRKOPING,41.6,25740,99999
922,4270,-94.76700000000001,49.467,ROYAL ISLAND (AUT),329.0,717366,99999
923,4271,-109.73299999999999,46.7,LIMA (JUDITH GAP),1414.3,721006,99999
924,4276,53.683,61.683,UST'-KULOM,144.0,238030,99999
925,4277,-6.3,49.917,SCILLY/SAINT MARY'S,31.0,38030,99999
926,4283,15.433,58.65,KVARN,10.0,25610,99999
927,4294,25.916999999999998,56.516999999999996,ZILANI,109.0,264360,99999
928,4298,9.378,51.408,KASSEL CALDEN,276.8,104360,99999
929,4301,7.767,62.45,MANNEN,1294.0,12200,99999
930,4302,16.417,49.983000000000004,USTI NAD ORLICI,404.9,116790,99999
931,4306,12.267000000000001,61.3,TRYSIL VEGSTASJON,361.4,13970,99999
932,4311,9.685,52.461000000000006,HANNOVER,55.8,103380,99999
933,4315,81.217,49.217,ZHANGIZTOBE,455.0,363970,99999
934,4319,13.168,51.768,HOLZDORF,80.8,104760,99999
935,4321,114.55,48.083,CHOIBALSAN,747.0,442590,99999
936,4322,17.769000000000002,63.049,KRAMFORS SOLLEFTEA,10.4,22590,99999
937,4328,-111.7,51.117,POLLOCKVILLE AGDM  ALTA,750.0,712590,99999
938,4329,10.45,64.4,BUHOLMRASA LH,18.4,12590,99999
939,4347,90.367,53.717,UYBAT,525.0,298640,99999
940,4355,1.8319999999999999,50.143,ABBEVILLE,67.1,70050,99999
941,4364,19.0,49.8,BIELSKO-BIALA,399.0,126000,99999
942,4367,21.467,55.35,SILUTE,5.0,266000,99999
943,4370,58.667,50.717,STEPNOE,243.0,352350,99999
944,4371,41.967,46.067,GORODOVIKOVSK,86.0,348450,99999
945,4373,174.417,64.867,TANYURER,8.0,255610,99999
946,4380,137.033,50.533,KOMSOMOLSK-NA-AMURE,22.0,315610,99999
947,4381,90.31700000000001,56.033,NAZAROVO,255.9,295610,99999
948,4391,16.35,54.4,DARLOWEK,5.0,121240,99999
949,4395,13.117,59.867,SUNNE,109.0,24230,99999
950,4397,12.683,49.667,PRIMDA,747.4,114230,99999
951,4398,-61.7,49.083,HEATH POINT  QUE,7.0,714230,99999
952,4402,-120.76700000000001,50.1,MERRITT,591.0,715570,99999
953,4411,11.1,60.193999999999996,GARDERMOEN,207.6,13840,99999
954,4412,-70.767,47.067,CAP TOURMENTE  QUE,6.0,713840,99999
955,4413,15.833,47.617,HIRSCHENKOGEL,1319.0,113840,99999
956,4423,-115.26700000000001,56.533,RED EARTH  ALTA,546.0,712460,99999
957,4425,31.9,51.05,NIZHYN,126.0,332460,99999
958,4430,-2.883,53.745,WARTON,16.8,32145,99999
959,4437,11.85,65.7,VEGA-VALLSJO,9.1,11080,99999
960,4441,25.95,46.983000000000004,CEAHLAU TOACA,1898.0,151080,99999
961,4442,51.543,51.151,URALSK,38.1,351080,99999
962,4443,-122.363,49.025,ABBOTSFORD,59.4,711080,99999
963,4444,-114.777,55.293,SLAVE LAKE,583.4,710690,99999
964,4447,25.133000000000003,47.317,POIANA STAMPEI,920.0,150690,99999
965,4449,92.417,53.3,ERMAKOVSKOE,298.0,298690,99999
966,4451,-105.67299999999999,53.214,PRINCE ALBERT GLASS FIELD,428.2,718690,99999
967,4453,11.949000000000002,48.321999999999996,ERDING,461.8,108690,99999
968,4464,23.566999999999997,46.067,ALBA IULIA,247.0,152080,99999
969,4465,102.78299999999999,46.266999999999996,ARVAIHEER,1813.0,442880,99999
970,4468,141.88299999999998,64.05,YURTY,589.7,245880,99999
971,4469,-111.73299999999999,49.867,GRASSY LAKE,783.0,717880,99999
972,4470,-64.479,48.775,GASPE,32.9,711880,99999
973,4472,7.4670000000000005,46.983000000000004,BERN-ZOLLIKOFEN,567.0,66310,99999
974,4496,-3.35,55.933,EDINBURGH GOGARBANK,57.0,31660,99999
975,4498,17.283,47.883,MOSONMAGYAROVAR,122.0,128150,99999
976,4500,94.883,55.25,AGINSKOE,337.0,296760,99999
977,4505,23.05,47.183,ZALAU,294.0,150630,99999
978,4508,-3.467,52.75,LAKE VYRNWY NO2,359.0,34100,99999
979,4514,-97.833,53.967,NORWAY HOUSE ARPT,223.0,714100,99999
980,4519,9.067,61.117,LOKEN I VOLBU,521.0,13710,99999
981,4524,126.0,52.783,CHERNJAEVO,210.0,313710,99999
982,4531,9.117,62.083,DOMBAAS,638.0,12330,99999
983,4536,25.6,58.367,VILJANDI,86.0,262330,99999
984,4537,15.383,64.967,SAXNAS,545.0,22330,99999
985,4570,10.860999999999999,48.18600000000001,LECHFELD,555.3,108560,99999
986,4571,18.45,48.283,MOCHOVCE,262.0,118560,99999
987,4579,-68.217,48.6,MONT JOLI A,52.4,717180,99999
988,4590,-125.98,53.77,OOTSA LAKESKINS LAKE,861.0,716790,99999
989,4611,-117.333,64.117,REA LAKES,223.3,711650,99999
990,4613,35.316,47.867,ZAPORIZHZHIA INTL,113.7,346010,99999
991,4628,36.583,61.8,PUDOZ,44.0,228310,99999
992,4629,27.781,47.838,BALTI INTL,231.0,338388,99999
993,4632,32.35,67.15,KANDALAKSHA,25.0,222170,99999
994,4633,13.667,55.467,RYNGE,50.0,26090,99999
995,4634,9.217,60.983000000000004,FAGERNES,365.4,13670,99999
996,4635,-99.95,49.9,BRANDON RCS,409.4,711360,99999
997,4638,-52.85,68.7,AASIAAT (EGEDESMINDE),41.0,42200,99999
998,4641,-130.609,54.29600000000001,LUCY ISLAND LIGHTSTATION,22.6,712200,99999
999,4642,14.417,47.067,NEUMARKT,870.0,112200,99999
1000,4643,-2.967,54.933,CARLISLE,27.0,32200,99999
1001,4648,21.366999999999997,59.783,PARAINEN UTO,6.8,29810,99999
1002,4649,46.25,60.766999999999996,VELIKIJ USTJUG,99.0,229810,99999
1003,4655,-55.317,47.133,WINTERLAND  NFLD,29.0,711810,99999
1004,4656,5.955,48.583,OCHEY,337.1,71810,99999
1005,4658,124.55,61.917,TONGULAH,199.1,248430,99999
1006,4663,22.816999999999997,70.417,ROGNSUNDET,10.0,10430,99999
1007,4674,27.217,67.017,PELKOSENNIEMI PYHATUNTURI,487.5,27050,99999
1008,4676,6.233,46.4,NYON-CHANGINS,432.0,67050,99999
1009,4678,51.1,54.417,CELNO-VERSINY,158.0,287050,99999
1010,4689,30.35,55.126999999999995,VITEBSK,207.9,266660,99999
1011,4690,8.183,47.6,LEIBSTADT,341.0,66660,99999
1012,4692,67.3,55.25,MAKUSINO,140.0,286660,99999
1013,4693,4.433,52.167,VALKENBURG,1.0,62100,99999
1014,4701,21.133000000000003,45.383,BANLOC,83.0,152890,99999
1015,4709,-3.4139999999999997,50.733999999999995,EXETER,31.1,38390,99999
1016,4710,5.872999999999999,52.06100000000001,DEELEN,48.2,62750,99999
1017,4724,88.68299999999999,50.016999999999996,KOSH-AGACH,1759.0,362590,99999
1018,4728,18.117,59.067,BERGA,3.0,24890,99999
1019,4729,21.767,49.7,KROSNO,329.0,126700,99999
1020,4731,19.417,59.75,SODERARM,15.0,24930,99999
1021,4732,17.533,61.7,KUGGOREN,10.0,23550,99999
1022,4735,13.167,63.367,ARE,435.0,22170,99999
1023,4742,-135.868,63.61600000000001,MAYO,503.8,719650,99999
1024,4744,-77.704,53.625,LA GRANDE RIVIERE,194.8,718270,99999
1025,4746,13.1,47.983000000000004,MATTSEE,503.0,111520,99999
1026,4747,-57.617,47.617,BURGEO NL,11.0,711520,99999
1027,4748,136.15,57.65,NEL' KAN,318.0,311520,99999
1028,4750,-113.18299999999999,52.183,DELBURNE AGCM,889.0,710140,99999
1029,4753,11.583,64.467,NAMSOS AIRPORT,2.0,12900,99999
1030,4754,14.365,67.26899999999999,BODO,12.8,11520,99999
1031,4762,64.217,60.317,SAIM,53.0,239290,99999
1032,4780,26.816999999999997,60.7,KOUVOLA ANJALA,33.0,28300,99999
1033,4784,-21.941,64.13,REYKJAVIK,14.6,40300,99999
1034,4792,-110.617,53.067,GILT EDGE NORTH AGCM,647.0,717910,99999
1035,4793,33.217,48.033,KRYVYI RIH,124.0,337910,99999
1036,4794,29.233,63.233000000000004,JUUKA NIEMELA,115.0,27910,99999
1037,4800,9.817,46.417,PIZ CORVATSCH,3299.0,67910,99999
1038,4801,72.433,54.633,SERBAKUL',115.0,287910,99999
1039,4811,43.383,58.35,NIKOLO-POLOMA,150.0,272520,99999
1040,4813,4.647,49.784,CHARLEVILLE MEZIERES,149.0,70750,99999
1041,4821,43.783,55.367,ARZAMAS,127.0,276530,99999
1042,4823,28.767,55.467,POLOTSK,133.0,266530,99999
1043,4825,89.81700000000001,55.3,UZUR,387.0,296530,99999
1044,4832,-81.817,69.367,IGLOOLIK AIRPORT,51.0,710814,99999
1045,4844,17.983,53.1,SZWEDEROWO,235.0,123767,99999
1046,4854,-103.65,50.55,INDIAN HEAD CDA  SASK,579.0,715150,99999
1047,4871,46.85,49.133,EL'TON,6.0,344760,99999
1048,4873,88.9,75.417,MYS STERLEGOVA,11.0,204760,99999
1049,4876,16.4,59.05,FLODA,33.0,24760,99999
1050,4882,-114.0,50.5,AZURE,1143.0,719810,99999
1051,4886,-64.679,46.111999999999995,GREATER MONCTON INTL,70.7,717050,99999
1052,4889,-64.77,46.42,BUCTOUCHE CDA CS,36.0,716660,99999
1053,4892,16.112000000000002,48.321000000000005,TULLN,175.3,110300,99999
1054,4894,18.133,69.283,KISTEFJELL,982.0,10300,99999
1055,4895,9.967,53.55,HAMBURG-STADT,22.0,101480,99999
1056,4896,-64.017,67.533,QIKIQTARJUAQ A  NU,6.0,713380,99999
1057,4900,117.4,66.033,EJK,304.3,243380,99999
1058,4913,7.53,47.59,BALE MULHOUSE,269.7,72990,99999
1059,4914,-82.43299999999999,49.4,KAPUSKASING CDA ON  ONT,218.0,712990,99999
1060,4915,25.733,50.133,KREMENETS,259.0,332990,99999
1061,4921,-91.833,47.817,ELY MUNICIPAL AIRPORT,443.8,727459,94964
1062,4923,39.233000000000004,63.117,TURCASOVO,34.0,226480,99999
1063,4924,26.69,58.306999999999995,TARTU,66.8,262420,99999
1064,4931,-109.417,47.45,ECHO (WINIFRED),1116.5,720998,99999
1065,4938,-86.225,66.521,REPULSE BAY,24.4,710944,99999
1066,4956,-1.735,48.07,ST JACQUES,37.8,71300,99999
1067,4979,-145.5,63.03,GLENNALLEN 64 N,813.5,999999,56401
1068,4989,-116.46700000000001,53.583,EDSON CLIMATE,927.0,711560,99999
1069,4990,-94.98299999999999,74.717,RESOLUTE CS,30.0,710180,99999
1070,4995,-4.567,52.133,ABERPORTH,134.0,35020,99999
1071,4998,6.6579999999999995,50.831,NORVENICH,117.7,105020,99999
1072,4999,21.094,55.973,PALANGA INTL,10.1,265020,99999
1073,5002,51.033,56.233000000000004,VJATSKIE POLJANY,83.0,285020,99999
1074,5004,14.033,50.683,USTI NAD LABEM,378.6,115020,99999
1075,5009,24.217,62.533,AHTARI MYLLYMAKI,159.7,29240,99999
1076,5010,22.1,60.383,TURKU RAJAKARI,5.5,27470,99999
1077,5011,10.767000000000001,59.65,AS,89.0,14630,99999
1078,5012,84.32799999999999,65.983,YANOV-STAN,40.0,234630,99999
1079,5022,22.833000000000002,67.733,PARKALOMPOLO,313.0,20720,99999
1080,5023,126.35,72.4,IM YU A HABAROVA,19.6,217210,99999
1081,5025,-76.0,46.266999999999996,MANIWAKI AIRPORT,200.0,717210,99999
1082,5027,-122.85,61.117,LINDBURG LANDING  NWT,183.0,716820,99999
1083,5029,-113.46700000000001,54.0,LEGAL AGCM,680.0,715440,99999
1084,5030,12.383,50.067,CHEB,490.0,114060,99999
1085,5031,5.067,59.917,SLATTEROY FYR,16.0,14060,99999
1086,5042,14.15,62.5,KLOVSJOHOJDEN,803.0,23250,99999
1087,5058,20.283,63.792,UMEA,7.3,22860,99999
1088,5061,7.15,53.2,NIEUW BEERTA,0.0,62860,99999
1089,5062,103.8,46.967,BAT OLDZIY BUND,1358.0,442860,99999
1090,5066,14.517000000000001,66.383,STORFORSHEI,110.0,11480,99999
1091,5070,28.945,61.943000000000005,SAVONLINNA,94.8,29480,99999
1092,5093,38.133,54.0,UZLOVAJA,231.0,278210,99999
1093,5100,39.417,57.2,ROSTOV,101.0,273290,99999
1094,5117,10.433,55.317,AARSLEV,51.0,61260,99999
1095,5118,150.72,59.911,SOKOL,175.0,259130,99999
1096,5123,13.213,56.083,LJUNGBYHED,42.7,20001,99999
1097,5132,6.142,51.602,NIEDERRHEIN,32.3,100001,99999
1098,5133,135.86700000000002,63.95,TOMPO,402.0,246710,99999
1099,5138,43.667,49.8,FROLOVO,119.0,343560,99999
1100,5141,91.56700000000001,48.016999999999996,HOVD,1405.0,442180,99999
1101,5143,-8.0,53.016999999999996,GURTEEN,76.0,39660,99999
1102,5144,84.083,60.35,VANZIL'-KYNAK,99.0,239660,99999
1103,5148,66.667,66.533,SALEHARD,16.0,233300,99999
1104,5150,-1.983,53.133,LEEK THORNCLIFFE,299.0,33300,99999
1105,5152,-4.0,54.8,DUNDRENNAN,113.0,31530,99999
1106,5157,30.717,61.717,SORTAVALA,19.0,228020,99999
1107,5158,23.75,61.467,TAMPERE HARMALA,86.0,27630,99999
1108,5160,17.567,60.733000000000004,EGGEGRUND,4.0,24500,99999
1109,5161,4.46,51.18899999999999,DEURNE,11.9,64500,99999
1110,5171,15.5,77.0,HORNSUND,12.0,10030,99999
1111,5173,-115.18299999999999,50.933,NAKISKA RIDGETOP  ALTA,2543.0,712450,99999
1112,5174,-131.0,51.933,CAPE ST JAMES CS  BC,92.0,711070,99999
1113,5176,12.1,67.517,ROST (NOR-AFB),4.0,11070,99999
1114,5178,-117.447,56.227,PEACE RIVER,570.9,710680,99999
1115,5179,25.983,71.017,HONNINGSVAG/VALAN,14.0,10680,99999
1116,5185,-104.0,53.333,NIPAWIN  SASK,372.0,713120,99999
1117,5186,10.183,46.967,GALTUER,1584.0,113120,99999
1118,5188,15.799000000000001,52.138999999999996,BABIMOST,59.1,123120,99999
1119,5189,37.383,50.067,VELYKYI BURLUK,175.0,343120,99999
1120,5190,27.633000000000003,50.6,NOVOHRAD-VOLYNS'KYI,218.0,333120,99999
1121,5194,32.883,66.7,KOVDA,18.0,223120,99999
1122,5195,5.882999999999999,52.7,MARKNESSE AWS,-3.0,62730,99999
1123,5197,11.017000000000001,63.233000000000004,SELBU,160.0,12730,99999
1124,5198,46.967,50.95,KRASNYJ KUT,50.0,342730,99999
1125,5201,5.4270000000000005,47.038999999999994,TAVAUX,196.6,72553,99999
1126,5209,11.783,53.427,SCHWERIN PARCHIM,50.6,101624,99999
1127,5215,-105.98299999999999,49.167,ROCKGLEN (AUT)  SASK,917.0,711350,99999
1128,5217,25.678,62.398999999999994,JYVASKYLA,139.9,29350,99999
1129,5218,-4.587,55.50899999999999,PRESTWICK,19.8,31350,99999
1130,5219,31.25,51.467,CHERNIHIV,141.0,331350,99999
1131,5224,-115.78299999999999,60.833,HAY RIVER A,165.5,719350,99999
1132,5238,94.5,51.717,KYZYL,628.0,360960,99999
1133,5247,84.917,56.5,TOMSK,139.0,294300,99999
1134,5250,89.46700000000001,58.45,LOSINOBORSKOE,133.0,292530,99999
1135,5259,127.06700000000001,62.266999999999996,BERDIGESTYAH,231.4,247580,99999
1136,5261,9.167,46.25,GRONO,324.3,67580,99999
1137,5263,-60.05,46.17,SYDNEY RCS,63.0,717580,99999
1138,5272,-3.218,47.3,BELLE ILE-LE TALUT,43.0,72070,99999
1139,5273,4.0169999999999995,48.321999999999996,BARBEREY,118.3,71680,99999
1140,5301,-126.79799999999999,65.282,NORMAN WELLS,72.5,710430,99999
1141,5307,-53.717,66.95,SISIMIUT MITTARFIA (HOLSTEINS,8.0,42340,99999
1142,5311,-14.0,65.28,ICELAND SITE,92.4,41950,99999
1143,5314,93.43299999999999,61.016999999999996,VEL'MO,121.8,239820,99999
1144,5318,-2.033,52.15,PERSHORE,31.0,35290,99999
1145,5322,-4.883,57.717,LOCH GLASCARNOCH,264.0,30310,99999
1146,5323,74.633,56.1,BOL'SHERECH'E,77.0,285930,99999
1147,5325,43.35,61.133,SHANGALY,117.2,228690,99999
1148,5326,38.117,63.9,ONEGA,13.0,226410,99999
1149,5327,14.728,56.928999999999995,KRONOBERG,185.9,26410,99999
1150,5328,17.942,59.354,BROMMA,14.3,24640,99999
1151,5330,156.7,57.083,UST'- HAJRJUZOVO,8.0,322870,99999
1152,5331,19.267,65.6,ARVIDSJAUR,384.0,21490,99999
1153,5332,15.0,48.383,BAERNKOPF,970.0,113670,99999
1154,5338,14.317,55.483000000000004,SKILLINGE,5.0,26250,99999
1155,5340,-114.44,62.463,YELLOWKNIFE,205.7,719360,99999
1156,5345,127.3,53.7,ZEJA,229.0,313000,99999
1157,5346,13.217,46.933,OBERVELLACH,809.0,112610,99999
1158,5349,130.9,57.766999999999996,CJUL'BJU,255.0,311230,99999
1159,5351,82.7,71.883,SOPOCHNAYA KARGA,5.9,208710,99999
1160,5357,18.25,63.133,VASTMARKUM,143.0,22600,99999
1161,5361,5.183,52.1,DE BILT,4.0,62600,99999
1162,5369,-105.262,55.151,LA RONGE,378.6,719220,99999
1163,5372,155.88299999999998,60.717,SHELIHOVA,33.3,259220,99999
1164,5375,17.167,46.683,SARMELLEK,125.0,129220,99999
1165,5387,-119.28299999999999,52.117,BLUE RIVER,682.8,718830,99999
1166,5390,27.75,64.217,KAJAANI PETAISENNISKA,161.5,28830,99999
1167,5402,123.91799999999999,47.24,SANJIAZI,145.4,507450,99999
1168,5405,9.783999999999999,49.118,SCHWABISCH HALL,399.6,107450,99999
1169,5408,8.317,46.5,ULRICHEN,1347.1,67450,99999
1170,5409,29.183000000000003,67.167,SALLA NARUSKA,214.7,27450,99999
1171,5415,1.95,46.183,GUERET ST LAURENT,366.0,73610,99999
1172,5430,31.633000000000003,56.483000000000004,TOROPEC,187.0,264790,99999
1173,5431,80.167,52.483000000000004,RODINO,158.0,360200,99999
1174,5445,82.494,50.037,UST KAMENOGORSK,286.2,350675,99999
1175,5446,164.167,68.117,OSTROVNOE,94.0,251380,99999
1176,5450,-125.98299999999999,50.45,FANNY ISLAND,8.0,715680,99999
1177,5464,30.033,52.9,ZHLOBIN,142.0,269660,99999
1178,5468,-59.633,50.45,CHEVERY  QUE,8.0,718140,99999
1179,5469,-111.73299999999999,53.417,RANFURLY AUTO,687.0,716370,99999
1180,5470,-64.833,47.8,BAS CARAQUET  NB,5.0,715980,99999
1181,5472,13.004000000000001,47.793,SALZBURG,430.1,111500,99999
1182,5474,13.667,48.1,WOLFSEGG,615.6,110010,99999
1183,5476,11.183,47.317,SEEFELD,1183.7,111190,99999
1184,5477,121.7,50.45,TULIHE,733.0,504340,99999
1185,5483,126.25,45.623000000000005,TAIPING,139.3,541611,99999
1186,5484,8.65,59.85,GAUSTATOPPEN,1803.7,14611,99999
1187,5499,15.617,48.417,KREMS,204.0,110700,99999
1188,5500,-111.133,49.217,PAKOWKI LAKE AGCM,915.0,710700,99999
1189,5505,10.619000000000002,56.3,AARHUS,25.0,60700,99999
1190,5517,27.9,62.8,KUOPIO RITONIEMI,87.0,27320,99999
1191,5521,-79.1,46.717,BARRAGE TEMISCAMINGUE,181.0,717320,99999
1192,5527,0.833,51.55,SHOEBURYNESS  LANDWICK,3.0,36930,99999
1193,5532,9.1,47.266999999999996,EBNAT-KAPPEL,623.0,66930,99999
1194,5535,6.667000000000001,46.516999999999996,PULLY,462.0,67110,99999
1195,5536,21.8,54.633,CHERNYAHOVSK,31.1,267110,99999
1196,5581,28.183000000000003,61.516999999999996,PUUMALA KK URHEILUKENTTA,98.0,27180,99999
1197,5586,22.85,66.267,OVERKALIX SVARTBYN,62.0,21810,99999
1198,5588,5.75,59.483000000000004,NEDRE VATS,65.0,14170,99999
1199,5598,9.55,58.85,JOMFRULAND FYR,5.0,14760,99999
1200,5599,6.65,61.167,VANGSNES,51.0,13380,99999
1201,5600,10.467,61.1,LILLEHAMMER-SAETHERENGEN,239.0,13780,99999
1202,5602,-179.11700000000002,66.35,EGVEKINOT,26.0,253780,99999
1203,5607,-4.9830000000000005,50.433,NEWQUAY CORNWALL,119.0,33465,99999
1204,5608,31.183000000000003,57.15,HOLM,71.0,263780,99999
1205,5612,-159.004,66.562,SELAWIK 28 E,6.7,999999,96407
1206,5625,-150.875,63.452,DENALI 27 N,678.2,999999,96408
1207,5631,-116.98200000000001,51.299,GOLDEN,784.9,710354,99999
1208,5652,-0.358,51.8,ROTHAMSTED,128.0,36800,99999
1209,5654,-113.85,63.6,LOWER CARP LAKE  NWT,373.0,716800,99999
1210,5658,86.0,51.433,CEMAL,420.0,360580,99999
1211,5660,-2.286,51.43899999999999,COLERNE,180.7,36584,99999
1212,5668,25.733,46.367,MIERCUREA CIUC,662.0,151700,99999
1213,5671,34.967,48.6,DNIPROPETROVS'K,143.0,345040,99999
1214,5684,16.912,58.788999999999994,SKAVSTA,42.7,24853,99999
1215,5686,22.767,49.8,PRZEMYSL,280.0,126950,99999
1216,5703,13.617,47.633,BAD GOISERN,503.0,113540,99999
1217,5704,-117.81700000000001,50.266999999999996,NAKUSP CS  BC,512.1,712160,99999
1218,5706,8.917,61.251000000000005,BEITOSTOLEN II,965.0,13650,99999
1219,5708,14.767000000000001,47.2,ZELTWEG/AUTOM. STAT.,682.0,113650,99999
1220,5720,14.1,46.717,FELDKIRCHEN,551.0,112270,99999
1221,5725,23.25,57.783,RUHNU,2.0,262270,99999
1222,5727,-112.23299999999999,53.183,HOLDEN AGDM  ALTA,688.0,712270,99999
1223,5728,8.783,62.717,INNERDALEN,405.0,12270,99999
1224,5729,-2.45,54.683,GREAT DUN FELL NO2,847.0,32270,99999
1225,5733,22.383000000000003,65.317,RODKALLEN,2.0,21880,99999
1226,5734,12.417,55.883,SJAELSMARK,40.0,61880,99999
1227,5739,71.467,51.022,ASTANA INTL,355.1,351880,99999
1228,5741,-3.8160000000000003,48.603,PLOUJEAN,82.9,71604,99999
1229,5744,4.272,56.343999999999994,HARALD HELIDECK OIL RIG,95.0,60224,99999
1230,5757,45.766999999999996,57.85,VETLUGA,136.0,272770,99999
1231,5759,0.11699999999999999,48.45,ALENCON/VALFRAMBERT,141.0,71390,99999
1232,5760,-1.195,46.178999999999995,ILE DE RE,22.6,73160,99999
1233,5761,37.583,57.35,KASIN,138.0,273160,99999
1234,5762,140.467,52.383,BOGORODSKOE,35.0,314390,99999
1235,5765,32.067,53.35,KOSTUCKOVICHI,167.0,268870,99999
1236,5766,7.7829999999999995,45.983000000000004,GORNERGRAT,3129.3,67490,99999
1237,5769,10.133,56.083,AARHUS SYD,55.0,60740,99999
1238,5772,14.9,48.1,AMSTETTEN,271.0,110180,99999
1239,5779,-52.8,68.717,AASIAAT MITTARFIA,27.0,42021,99999
1240,5781,23.383000000000003,55.883,SIAULIAI INTL,138.0,265021,99999
1241,5789,123.4,66.767,ZHIGANSK,92.0,243430,99999
1242,5792,-69.383,77.483,MITTARFIK QAANAAQ,16.0,42050,99999
1243,5797,-10.25,51.933,VALENTIA OBSERVATORY,30.0,39530,99999
1244,5800,89.01700000000001,62.467,BAHTA,57.1,237760,99999
1245,5803,-0.85,60.75,BALTASOUND NO.2,15.0,30020,99999
1246,5806,-4.433,55.872,GLASGOW,7.9,31400,99999
1247,5808,18.633,59.833,SVANBERGA,16.0,24900,99999
1248,5810,5.917000000000001,50.483000000000004,SPA/LA SAUVENIERE,482.0,64900,99999
1249,5816,-102.417,65.083,ROBERTSON LAKE (AUT)  NU,244.0,714900,99999
1250,5817,10.683,59.983000000000004,TRYVANNSHOGDA,528.0,14900,99999
1251,5819,45.766999999999996,64.9,LESUKONSKOE,71.0,225730,99999
1252,5820,15.515,60.422,BORLANGE,153.3,24350,99999
1253,5821,17.213,48.17,M R STEFANIK,132.9,118160,99999
1254,5823,9.4,61.516999999999996,SKABU,928.0,13700,99999
1255,5824,7.85,62.45,VINJEORA II,67.0,12320,99999
1256,5829,112.367,45.733000000000004,BAYANDELGER,1101.0,443520,99999
